"","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"8916","jeterde01",2012,"2512","88","Jul 15, 2012","NYY","H","LAA","L,8-10","CG","5","4","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0",0.309,".355",".411",".766","1",".96","0.079","0.35","SS",-0.001
"9016","jeterde01",2012,"2513","89","Jul 16, 2012","NYY","H","TOR","W,6-3","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.306,".351",".407",".758","1",".73","-0.075","-0.70","SS",-0.003
"9121","jeterde01",2012,"2514","90","Jul 17, 2012","NYY","H","TOR","W,6-1","CG","4","4","1","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.308,".353",".411",".763","1",".50","0.014","0.54","SS",0.002
"9217","jeterde01",2012,"2515","91","Jul 18, 2012","NYY","H","TOR","W,6-0","CG(7)","4","3","1","2","1","0","0","0","1","0","0","0","0","0","0","1","0","0",0.311,".357",".415",".772","1",".41","0.040","0.47","DH",0.003
"9316","jeterde01",2012,"2516","92","Jul 19, 2012","NYY","@","OAK","L,3-4","CG","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.313,".358",".416",".774","1",".74","0.027","0.43","SS",0.002
"9416","jeterde01",2012,"2517","93","Jul 20, 2012","NYY","@","OAK","L,2-3","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.312,".357",".414",".771","1","1.07","-0.051","-0.29","SS",-0.001
"9515","jeterde01",2012,"2518","94","Jul 21, 2012","NYY","@","OAK","L,1-2","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.311,".356",".413",".769","1",".88","-0.029","-0.02","SS",-0.001
"9616","jeterde01",2012,"2519","95","Jul 22, 2012","NYY","@","OAK","L,4-5","8-GF(12)","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.311,".355",".412",".767","7","4.41","-0.111","-0.42","SS",0
"9716","jeterde01",2012,"2520","96","Jul 23, 2012","NYY","@","SEA","W,4-1","CG","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.309,".353",".409",".762","1",".78","-0.041","-0.58","SS",-0.002
"9816","jeterde01",2012,"2521","97","Jul 24, 2012","NYY","@","SEA","L,2-4","CG","4","3","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",0.307,".353",".406",".758","1","1.55","-0.028","-0.39","SS",-0.002
"9916","jeterde01",2012,"2522","98","Jul 25, 2012","NYY","@","SEA","W,5-2","CG","5","4","2","3","0","0","1","1","0","0","0","1","0","0","0","0","0","0",0.311,".358",".417",".774","2",".98","0.235","1.49","SS",0.004
"10016","jeterde01",2012,"2523","99","Jul 27, 2012","NYY","H","BOS","W,10-3","CG","5","4","2","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.311,".358",".415",".773","1",".51","-0.005","0.08","SS",0
"10117","jeterde01",2012,"2524","100","Jul 28, 2012","NYY","H","BOS","L,6-8","CG","4","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.308,".355",".411",".766","1","1.60","-0.126","-0.77","SS",-0.003
"10218","jeterde01",2012,"2525","101","Jul 29, 2012","NYY","H","BOS","L,2-3","CG(10)","5","5","0","1","0","0","0","0","0","0","2","0","0","0","0","1","0","0",0.306,".353",".409",".762","1","1.60","-0.078","-0.86","SS",-0.002
"10316","jeterde01",2012,"2526","102","Jul 30, 2012","NYY","H","BAL","L,4-5","CG","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.308,".354",".409",".764","1","1.41","0.120","0.37","SS",0.002
"10416","jeterde01",2012,"2527","103","Jul 31, 2012","NYY","H","BAL","L,5-11","CG","5","5","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.312,".357",".414",".771","1",".78","0.037","0.73","DH",0.004
"10615","jeterde01",2012,"2528","104","Aug 1, 2012","NYY","H","BAL","W,12-3","GS-7","4","4","1","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0",0.316,".361",".417",".778","1",".79","0.115","2.77","SS",0.004
"10716","jeterde01",2012,"2529","105","Aug 3, 2012","NYY","H","SEA","W,6-3","CG","4","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0",0.316,".360",".419",".779","2",".60","-0.015","-0.40","SS",0
"10814","jeterde01",2012,"2530","106","Aug 4, 2012","NYY","H","SEA","L,0-1","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.313,".357",".415",".772","2","1.49","-0.155","-0.81","SS",-0.003
"10915","jeterde01",2012,"2531","107","Aug 5, 2012","NYY","H","SEA","W,6-2","CG","5","5","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.314,".358",".415",".773","2",".87","0.014","0.10","SS",0.001
"11016","jeterde01",2012,"2532","108","Aug 6, 2012","NYY","@","DET","L,2-7","CG","5","5","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.315,".358",".415",".773","2","1.06","0.048","0.54","SS",0.001
"11121","jeterde01",2012,"2533","109","Aug 7, 2012","NYY","@","DET","L,5-6","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.314,".357",".413",".770","2",".98","-0.030","-0.19","SS",-0.001
"11218","jeterde01",2012,"2534","110","Aug 8, 2012","NYY","@","DET","W,12-8","CG","6","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.315,".357",".412",".769","1",".47","-0.032","0.15","SS",0.001
"11316","jeterde01",2012,"2535","111","Aug 9, 2012","NYY","@","DET","W,4-3","CG","5","5","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1",0.313,".355",".410",".765","1","1.14","-0.107","-0.90","SS",-0.002
"11415","jeterde01",2012,"2536","112","Aug 10, 2012","NYY","@","TOR","W,10-4","CG","5","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.314,".356",".410",".766","1",".75","-0.059","-0.31","SS",0.001
"11516","jeterde01",2012,"2537","113","Aug 11, 2012","NYY","@","TOR","W,5-2","CG","5","5","0","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.315,".356",".412",".768","1",".52","0.032","0.33","DH",0.001
"11616","jeterde01",2012,"2538","114","Aug 12, 2012","NYY","@","TOR","L,7-10","CG","5","5","2","3","1","0","1","2","0","0","0","0","0","0","0","0","0","0",0.318,".359",".422",".781","1",".54","0.020","1.99","SS",0.003
"11716","jeterde01",2012,"2539","115","Aug 13, 2012","NYY","H","TEX","W,8-2","CG","4","3","2","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0",0.318,".360",".424",".783","1",".86","-0.025","0.09","SS",0
"11816","jeterde01",2012,"2540","116","Aug 14, 2012","NYY","H","TEX","W,3-0","CG","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.32,".361",".424",".785","1","1.00","0.021","0.17","DH",0.002
"11916","jeterde01",2012,"2541","117","Aug 15, 2012","NYY","H","TEX","W,3-2","CG","5","4","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0",0.319,".361",".423",".784","1",".83","-0.004","-0.57","SS",-0.001
"12016","jeterde01",2012,"2542","118","Aug 16, 2012","NYY","H","TEX","L,6-10","CG","5","5","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.32,".362",".423",".784","1","1.14","0.068","0.58","SS",0.001
"12121","jeterde01",2012,"2543","119","Aug 17, 2012","NYY","H","BOS","W,6-4","CG","4","4","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0",0.319,".361",".427",".788","1",".84","0.160","0.90","DH",-0.001
"12218","jeterde01",2012,"2544","120","Aug 18, 2012","NYY","H","BOS","L,1-4","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.317,".360",".425",".785","1","1.28","-0.074","-0.38","DH",-0.002
"12316","jeterde01",2012,"2545","121","Aug 19, 2012","NYY","H","BOS","W,4-1","CG","4","4","2","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0",0.321,".363",".431",".794","1",".83","0.206","2.35","SS",0.004
"12416","jeterde01",2012,"2546","122","Aug 20, 2012","NYY","@","CHW","L,6-9","CG","5","5","2","4","1","0","1","1","0","0","0","0","0","0","0","0","0","0",0.326,".367",".442",".809","1",".71","0.198","1.83","SS",0.005
"12515","jeterde01",2012,"2547","123","Aug 21, 2012","NYY","@","CHW","L,3-7","CG","5","5","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.324,".365",".446",".811","1",".63","0.035","0.18","SS",-0.002
"12615","jeterde01",2012,"2548","124","Aug 22, 2012","NYY","@","CHW","L,1-2","CG","4","4","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.324,".364",".450",".815","1",".85","0.101","0.54","SS",0
"12715","jeterde01",2012,"2549","125","Aug 24, 2012","NYY","@","CLE","W,3-1","CG","5","4","2","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0",0.325,".367",".452",".819","1",".98","0.171","1.24","SS",0.001
"12814","jeterde01",2012,"2550","126","Aug 25, 2012","NYY","@","CLE","L,1-3","CG","5","5","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.326,".367",".452",".819","1",".70","0.006","-0.04","SS",0.001
"12915","jeterde01",2012,"2551","127","Aug 26, 2012","NYY","@","CLE","W,4-2","CG","5","5","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0",0.323,".364",".448",".811","1",".70","-0.048","-1.10","SS",-0.003
"13013","jeterde01",2012,"2552","128","Aug 27, 2012","NYY","H","TOR","L,7-8","CG(11)","6","5","2","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",0.322,".363",".451",".814","1","1.81","0.311","0.57","SS",-0.001
"13120","jeterde01",2012,"2553","129","Aug 28, 2012","NYY","H","TOR","W,2-1","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1",0.321,".363",".450",".812","1","1.22","-0.088","-1.01","SS",-0.001
"13216","jeterde01",2012,"2554","130","Aug 29, 2012","NYY","H","TOR","L,5-8","CG","5","4","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0",0.321,".363",".448",".811","1","1.85","-0.154","-0.38","SS",0
"13314","jeterde01",2012,"2555","131","Aug 31, 2012","NYY","H","BAL","L,1-6","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.32,".362",".447",".809","1","1.09","-0.028","-0.34","SS",-0.001
"13514","jeterde01",2012,"2556","132","Sep 1, 2012","NYY","H","BAL","W,4-3","CG","4","3","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0",0.318,".361",".444",".806","1","2.24","0.133","0.35","SS",-0.002
"13614","jeterde01",2012,"2557","133","Sep 2, 2012","NYY","H","BAL","L,3-8","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0",0.317,".361",".442",".802","1","1.49","-0.170","-1.14","DH",-0.001
"13712","jeterde01",2012,"2558","134","Sep 3, 2012","NYY","@","TBR","L,3-4","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.315,".360",".440",".799","1","1.09","0.006","-0.22","SS",-0.002
"13813","jeterde01",2012,"2559","135","Sep 4, 2012","NYY","@","TBR","L,2-5","CG","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.316,".361",".440",".801","1",".78","0.015","0.25","SS",0.001
"13914","jeterde01",2012,"2560","136","Sep 5, 2012","NYY","@","TBR","W,6-4","CG","5","5","1","3","1","0","0","0","0","0","1","0","0","0","0","0","1","0",0.319,".363",".443",".806","1","1.00","0.310","2.42","SS",0.003
"14014","jeterde01",2012,"2561","137","Sep 6, 2012","NYY","@","BAL","L,6-10","CG","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.318,".361",".441",".802","1","1.29","-0.142","-1.07","SS",-0.001
"14119","jeterde01",2012,"2562","138","Sep 7, 2012","NYY","@","BAL","W,8-5","CG","5","5","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.32,".363",".442",".806","1",".42","-0.002","1.21","SS",0.002
"14216","jeterde01",2012,"2563","139","Sep 8, 2012","NYY","@","BAL","L,4-5","CG","5","5","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.323,".365",".444",".809","1","1.43","0.176","0.93","SS",0.003
"14315","jeterde01",2012,"2564","140","Sep 9, 2012","NYY","@","BAL","W,13-3","GS-9","5","4","2","2","0","0","1","3","1","0","1","0","0","0","0","0","0","0",0.324,".367",".449",".816","1",".54","0.080","2.97","DH",0.001
"14414","jeterde01",2012,"2565","141","Sep 11, 2012","NYY","@","BOS","L,3-4","CG","5","4","1","1","1","0","0","2","1","0","0","0","0","0","0","0","0","0",0.323,".367",".449",".817","1","1.67","0.109","0.79","SS",-0.001
"14514","jeterde01",2012,"2566","142","Sep 12, 2012","NYY","@","BOS","W,5-4","GS-8","5","5","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.324,".368",".449",".817","1",".91","-0.077","-1.00","SS",0.001
"14614","jeterde01",2012,"2567","143","Sep 13, 2012","NYY","@","BOS","W,2-0","CG","5","5","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.323,".366",".447",".813","1","1.04","0.030","0.10","DH",-0.001
"14714","jeterde01",2012,"2568","144","Sep 14, 2012","NYY","H","TBR","L,4-6","CG","5","5","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.323,".367",".447",".813","1","1.03","0.046","0.19","DH",0
"14814","jeterde01",2012,"2569","145","Sep 15, 2012","NYY","H","TBR","W,5-3","CG","4","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.323,".366",".445",".811","2",".54","0.005","0.26","DH",0
"14914","jeterde01",2012,"2570","146","Sep 16, 2012","NYY","H","TBR","W,6-4","CG","5","4","1","1","0","0","0","1","1","0","2","0","0","0","0","0","0","0",0.323,".366",".444",".810","1",".67","0.063","0.61","DH",0
"15014","jeterde01",2012,"2571","148 (1)","Sep 19, 2012","NYY","H","TOR","W,2-1","CG","5","4","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.322,".366",".443",".809","1","1.60","-0.126","-0.81","SS",-0.001
"15118","jeterde01",2012,"2572","149","Sep 20, 2012","NYY","H","TOR","W,10-7","CG","5","4","1","2","0","0","0","2","0","0","0","0","1","0","0","0","0","0",0.323,".367",".443",".810","1",".94","0.032","1.35","SS",0.001
"15216","jeterde01",2012,"2573","150","Sep 21, 2012","NYY","H","OAK","W,2-1","CG(10)","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.323,".366",".442",".808","1",".96","-0.051","-0.51","DH",0
"15315","jeterde01",2012,"2574","151","Sep 22, 2012","NYY","H","OAK","W,10-9","CG(14)","8","7","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0",0.321,".364",".439",".803","1","2.05","-0.295","-1.68","SS",-0.002
"15413","jeterde01",2012,"2575","152","Sep 23, 2012","NYY","H","OAK","L,4-5","CG","5","4","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.322,".366",".439",".805","1","1.52","-0.052","0.03","DH",0.001
"15512","jeterde01",2012,"2576","153","Sep 24, 2012","NYY","@","MIN","W,6-3","CG","5","3","1","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0",0.322,".368",".439",".806","1",".34","0.020","0.92","SS",0
"15611","jeterde01",2012,"2577","154","Sep 25, 2012","NYY","@","MIN","L,4-5","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.321,".367",".437",".804","1",".71","-0.014","-0.10","SS",-0.001
"15710","jeterde01",2012,"2578","155","Sep 26, 2012","NYY","@","MIN","W,8-2","CG","5","4","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0",0.32,".366",".435",".800","2",".65","0.051","-0.39","SS",-0.001
"15810","jeterde01",2012,"2579","156","Sep 27, 2012","NYY","@","TOR","L,0-6","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.318,".365",".433",".798","1",".53","-0.025","-0.30","SS",-0.002
"1599","jeterde01",2012,"2580","157","Sep 28, 2012","NYY","@","TOR","W,11-4","CG","6","6","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.317,".363",".430",".794","1",".51","-0.079","-1.53","SS",-0.001
"1607","jeterde01",2012,"2581","158","Sep 29, 2012","NYY","@","TOR","L,2-3","CG","5","5","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.316,".362",".429",".791","1","1.25","-0.100","-0.60","DH SS",-0.001
"16113","jeterde01",2012,"2582","159","Sep 30, 2012","NYY","@","TOR","W,9-6","CG","5","5","1","3","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.318,".364",".431",".795","1","1.17","0.224","1.80","SS",0.002
"16210","jeterde01",2012,"2583","160","Oct 1, 2012","NYY","H","BOS","W,10-2","GS-8","4","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.316,".363",".429",".793","1",".34","-0.010","-0.19","SS",-0.002
"1635","jeterde01",2012,"2584","161","Oct 2, 2012","NYY","H","BOS","W,4-3","CG(12)","6","6","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.317,".363",".430",".793","1","1.62","-0.017","-0.21","SS",0.001
"1642","jeterde01",2012,"2585","162","Oct 3, 2012","NYY","H","BOS","W,14-2","GS-7","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.316,".362",".429",".791","1",".55","-0.062","-0.50","SS",-0.001
"1400","jeterde01",2013,"2586","92 (91)","Jul 11, 2013","NYY","H","KCR","W,8-4","GS-8","4","4","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.25,".250",".250",".500","2",".97","-0.041","-0.36","DH",NA
"280","jeterde01",2013,"2587","105 (12)","Jul 28, 2013","NYY","H","TBR","W,6-5","CG","5","4","2","2","0","0","1","1","1","1","0","0","0","0","0","0","0","0",0.375,".444",".750","1.194","2","1.43","0.116","1.47","SS",0.125
"3101","jeterde01",2013,"2588","106","Jul 30, 2013","NYY","@","LAD","L,2-3","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.25,".308",".500",".808","2","1.07","-0.089","-0.59","SS",-0.125
"4101","jeterde01",2013,"2589","107","Jul 31, 2013","NYY","@","LAD","W,3-0","GS-9","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.2,".294",".400",".694","2",".97","0.041","0.06","SS",-0.05
"6101","jeterde01",2013,"2590","108","Aug 2, 2013","NYY","@","SDP","L,2-7","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.211,".286",".368",".654","2",".69","-0.030","-0.28","SS",0.011
"7100","jeterde01",2013,"2591","131 (22)","Aug 26, 2013","NYY","@","TOR","L,2-5","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0",0.182,".280",".318",".598","2","1.42","-0.062","-0.65","SS",-0.029
"8101","jeterde01",2013,"2592","132","Aug 27, 2013","NYY","@","TOR","W,7-1","CG","5","5","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.222,".300",".333",".633","2",".27","0.042","0.28","SS",0.04
"9101","jeterde01",2013,"2593","133","Aug 28, 2013","NYY","@","TOR","L,2-7","CG","4","4","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0",0.226,".294",".355",".649","2",".44","0.011","-0.34","SS",0.004
"10100","jeterde01",2013,"2594","134","Aug 30, 2013","NYY","H","BAL","W,8-5","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.206,".289",".324",".613","2",".75","-0.019","0.02","SS",-0.02
"11104","jeterde01",2013,"2595","135","Aug 31, 2013","NYY","H","BAL","W,2-0","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0",0.184,".262",".289",".551","2","1.24","-0.185","-2.14","SS",-0.022
"13100","jeterde01",2013,"2596","136","Sep 1, 2013","NYY","H","BAL","L,3-7","CG","5","4","0","0","0","0","0","1","0","0","3","0","0","1","0","0","0","0",0.167,".234",".262",".496","2","1.01","-0.074","-1.30","DH",-0.017
"14100","jeterde01",2013,"2597","137","Sep 2, 2013","NYY","H","CHW","W,9-1","GS-8","4","4","1","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0",0.196,".255",".283",".538","2",".50","0.088","1.60","SS",0.029
"1590","jeterde01",2013,"2598","138","Sep 3, 2013","NYY","H","CHW","W,6-4","CG","4","3","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0.224,".291",".306",".597","2",".88","0.042","0.46","DH",0.028
"1636","jeterde01",2013,"2599","139","Sep 4, 2013","NYY","H","CHW","W,6-5","CG","4","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.212,".288",".288",".577","2",".57","-0.065","-0.58","SS",-0.012
"1720","jeterde01",2013,"2600","140","Sep 5, 2013","NYY","H","BOS","L,8-9","CG(10)","5","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0",0.2,".297",".273",".570","2","1.18","0.053","0.24","SS",-0.012
"1818","jeterde01",2013,"2601","141","Sep 6, 2013","NYY","H","BOS","L,8-12","CG","5","4","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.186,".290",".254",".544","2",".39","-0.012","-0.67","DH",-0.014
