"","X","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"506",393,"hamiljo03",2011,"505","74","Jun 20, 2011","TEX","H","HOU","W,8-3","CG","4","4","2","2","0","1","0","2","0","0","1","0","0","0","0","0","0","0",0.291,".349",".497",".846","3",".64",0.117,1.65,"LF",0.005
"507",404,"hamiljo03",2011,"506","75","Jun 21, 2011","TEX","H","HOU","W,5-4","CG(11)","5","5","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.295,".351",".513",".864","3","1.63",0.142,0.06,"LF",0.004
"508",417,"hamiljo03",2011,"507","76","Jun 22, 2011","TEX","H","HOU","L,3-5","CG","4","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","1",0.297,".360",".513",".873","3",".78",0.018,0.5,"LF",0.002
"509",424,"hamiljo03",2011,"508","77","Jun 24, 2011","TEX","H","NYM","W,8-1","GS-9","5","5","2","2","0","0","1","3","0","0","1","0","0","0","0","0","0","0",0.301,".361",".528",".889","3",".69",0,1.05,"CF",0.004
"510",434,"hamiljo03",2011,"509","78","Jun 25, 2011","TEX","H","NYM","L,5-14","CG","4","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0",0.293,".353",".515",".868","3",".60",-0.069,-1.22,"DH",-0.00800000000000001
"511",444,"hamiljo03",2011,"510","80 (1)","Jun 28, 2011","TEX","@","HOU","W,7-3","CG","5","5","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.297,".354",".529",".884","3",".56",0.182,1.14,"CF",0.004
"512",454,"hamiljo03",2011,"511","81","Jun 29, 2011","TEX","@","HOU","W,3-2","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.29,".347",".517",".864","3",".74",-0.077,-1.27,"CF",-0.00700000000000001
"513",464,"hamiljo03",2011,"512","82","Jun 30, 2011","TEX","@","HOU","L,0-7","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.285,".345",".508",".854","3","1.01",-0.023,-0.55,"LF",-0.005
"514",484,"hamiljo03",2011,"513","83","Jul 1, 2011","TEX","H","FLA","W,15-5","GS-8","4","2","2","2","1","0","0","1","2","1","0","0","0","0","0","0","0","0",0.293,".358",".519",".878","3",".50",0.077,2.07,"LF",0.00800000000000001
"515",494,"hamiljo03",2011,"514","84","Jul 2, 2011","TEX","H","FLA","L,5-9","CG","5","5","2","3","0","0","2","3","0","0","1","0","0","0","0","0","0","0",0.301,".364",".554",".918","3",".51",0.152,2.13,"LF CF",0.00800000000000001
"516",503,"hamiljo03",2011,"515","85","Jul 3, 2011","TEX","H","FLA","L,4-6","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.295,".357",".542",".899","3","1.42",-0.139,-1.33,"CF",-0.00600000000000001
"517",517,"hamiljo03",2011,"516","86","Jul 4, 2011","TEX","H","BAL","W,13-4","CG","5","4","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.294,".353",".536",".890","3",".36",-0.005,-0.22,"DH",-0.001
"518",524,"hamiljo03",2011,"517","87","Jul 5, 2011","TEX","H","BAL","W,4-2","CG","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.298,".356",".535",".892","3","1.76",0.378,1.52,"LF",0.004
"519",534,"hamiljo03",2011,"518","88","Jul 6, 2011","TEX","H","BAL","W,13-5","GS-8","4","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.294,".354",".527",".882","3",".92",0.02,-0.22,"LF",-0.004
"520",544,"hamiljo03",2011,"519","89","Jul 7, 2011","TEX","H","OAK","W,6-0","CG","4","2","0","1","0","0","0","4","0","0","0","0","0","2","0","0","0","0",0.296,".352",".527",".880","3",".85",0.106,0.77,"LF",0.002
"521",554,"hamiljo03",2011,"520","90","Jul 8, 2011","TEX","H","OAK","W,8-5","CG","5","5","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",0.293,".349",".519",".868","3",".35",0.026,-0.09,"LF",-0.003
"522",564,"hamiljo03",2011,"521","91","Jul 9, 2011","TEX","H","OAK","W,7-6","CG","5","5","1","4","2","0","1","3","0","0","0","0","0","0","0","0","0","0",0.305,".359",".549",".908","3","1.74",1.081,3.13,"LF",0.012
"523",574,"hamiljo03",2011,"522","92","Jul 10, 2011","TEX","H","OAK","W,2-0","CG","4","3","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.301,".357",".542",".899","3",".86",-0.057,-0.79,"CF",-0.004
"524",582,"hamiljo03",2011,"523","93","Jul 14, 2011","TEX","@","SEA","W,5-0","CG","5","5","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0",0.299,".354",".548",".901","3",".42",0.082,-0.15,"LF",-0.002
"525",594,"hamiljo03",2011,"524","94","Jul 15, 2011","TEX","@","SEA","W,4-0","CG","4","2","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0",0.296,".352",".543",".895","3",".99",-0.014,-0.2,"LF",-0.003
"526",604,"hamiljo03",2011,"525","95","Jul 16, 2011","TEX","@","SEA","W,5-1","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0",0.295,".350",".537",".888","3","1.01",0.012,0.08,"LF",-0.001
"527",617,"hamiljo03",2011,"526","96","Jul 17, 2011","TEX","@","SEA","W,3-1","CG","4","4","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.294,".349",".537",".886","3",".29",0.003,-0.24,"CF",-0.001
"528",624,"hamiljo03",2011,"527","97","Jul 19, 2011","TEX","@","LAA","W,7-0","CG","5","5","2","3","1","0","1","1","0","0","0","0","0","0","0","0","0","0",0.301,".354",".555",".909","3",".60",0.045,1.43,"LF",0.00700000000000001
"529",633,"hamiljo03",2011,"528","98","Jul 20, 2011","TEX","@","LAA","L,8-9","CG","5","5","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.303,".354",".552",".906","3","1.19",0.038,0.38,"LF",0.002
"530",644,"hamiljo03",2011,"529","99","Jul 21, 2011","TEX","@","LAA","L,0-1","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.299,".353",".545",".898","3","1.70",-0.112,-0.48,"LF",-0.004
"531",654,"hamiljo03",2011,"530","100","Jul 22, 2011","TEX","H","TOR","W,12-2","CG","5","4","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0",0.294,".350",".536",".886","3",".21",-0.027,-0.81,"LF",-0.005
"532",664,"hamiljo03",2011,"531","101","Jul 23, 2011","TEX","H","TOR","W,5-4","CG","5","4","1","3","0","1","0","1","1","1","0","0","0","0","0","0","1","0",0.302,".358",".548",".906","3","1.57",0.142,1.51,"CF",0.00800000000000001
"533",674,"hamiljo03",2011,"532","102","Jul 24, 2011","TEX","H","TOR","L,0-3","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.297,".353",".539",".892","3",".85",-0.092,-0.87,"LF",-0.005
"534",683,"hamiljo03",2011,"533","103","Jul 25, 2011","TEX","H","MIN","W,20-6","GS-6","5","4","2","2","2","0","0","3","0","0","0","0","0","1","0","0","0","0",0.3,".354",".546",".900","3",".35",0.148,0.88,"LF",0.003
"535",694,"hamiljo03",2011,"534","104","Jul 26, 2011","TEX","H","MIN","L,8-9","CG","5","5","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.298,".351",".540",".891","3","1.14",0.079,-0.43,"LF",-0.002
"536",704,"hamiljo03",2011,"535","105","Jul 27, 2011","TEX","H","MIN","L,2-7","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.297,".350",".535",".885","3","1.16",-0.06,-0.47,"LF",-0.001
"537",717,"hamiljo03",2011,"536","106","Jul 28, 2011","TEX","H","MIN","W,4-1","CG","4","4","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0",0.304,".355",".549",".905","3",".82",0.12,1.2,"LF",0.00700000000000001
"538",724,"hamiljo03",2011,"537","107","Jul 29, 2011","TEX","@","TOR","L,2-3","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.303,".354",".545",".899","3","1.13",-0.051,-0.62,"CF LF",-0.001
"539",734,"hamiljo03",2011,"538","108","Jul 30, 2011","TEX","@","TOR","W,3-0","9-GF","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",0.303,".354",".545",".899","3","",0,0,"LF",0
"540",744,"hamiljo03",2011,"539","109","Jul 31, 2011","TEX","@","TOR","L,3-7","CG","4","4","2","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0",0.306,".356",".548",".904","3",".32",-0.017,0.2,"LF",0.003
"541",764,"hamiljo03",2011,"540","110","Aug 2, 2011","TEX","@","DET","L,5-6","CG","5","5","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",0.304,".353",".542",".895","3","1.43",-0.048,-0.76,"CF",-0.002
"542",773,"hamiljo03",2011,"541","111","Aug 3, 2011","TEX","@","DET","L,4-5","CG","4","4","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.307,".355",".545",".900","3","1.50",0.144,0.94,"CF",0.003
"543",784,"hamiljo03",2011,"542","112","Aug 4, 2011","TEX","@","DET","W,5-2","CG","5","5","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.308,".356",".542",".898","3",".52",0.018,0.05,"LF",0.001
"544",794,"hamiljo03",2011,"543","113","Aug 5, 2011","TEX","H","CLE","W,8-7","CG(11)","6","6","1","2","0","0","0","1","0","0","3","0","0","0","0","0","0","0",0.309,".355",".538",".894","3","1.66",0.273,-0.48,"LF",0.001
"545",804,"hamiljo03",2011,"544","114","Aug 6, 2011","TEX","H","CLE","L,5-7","CG","5","4","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0",0.308,".353",".534",".888","3","1.33",0.109,0.46,"CF",-0.001
"546",817,"hamiljo03",2011,"545","115","Aug 7, 2011","TEX","H","CLE","W,5-3","CG","4","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0",0.304,".349",".528",".876","3",".68",-0.054,-0.74,"LF CF",-0.004
"547",824,"hamiljo03",2011,"546","116","Aug 8, 2011","TEX","H","SEA","W,9-2","CG","5","3","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0",0.304,".353",".526",".878","3",".50",-0.031,0,"CF",0
"548",834,"hamiljo03",2011,"547","117","Aug 9, 2011","TEX","H","SEA","W,7-6","CG","5","5","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.306,".353",".524",".877","3","1.21",0.142,0.8,"LF",0.002
"549",843,"hamiljo03",2011,"548","118","Aug 10, 2011","TEX","H","SEA","L,3-4","CG","4","4","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.305,".352",".530",".882","3","1.45",-0.035,0.25,"CF",-0.001
"550",854,"hamiljo03",2011,"549","119","Aug 12, 2011","TEX","@","OAK","W,9-1","GS-9","5","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.301,".347",".521",".869","3",".23",-0.007,-0.91,"LF",-0.004
"551",864,"hamiljo03",2011,"550","120","Aug 13, 2011","TEX","@","OAK","W,7-1","CG","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.303,".349",".521",".870","3",".70",0.103,1.6,"LF",0.002
"552",873,"hamiljo03",2011,"551","121","Aug 14, 2011","TEX","@","OAK","W,7-6","CG","5","5","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.301,".347",".516",".863","3",".97",-0.038,-0.85,"CF",-0.002
"553",883,"hamiljo03",2011,"552","122","Aug 15, 2011","TEX","@","LAA","W,8-4","CG","5","5","0","1","1","0","0","1","0","0","2","0","0","0","0","0","0","0",0.3,".345",".515",".860","3",".67",0.03,-0.55,"CF LF",-0.001
"554",894,"hamiljo03",2011,"553","123","Aug 16, 2011","TEX","@","LAA","W,7-3","GS-8","5","5","2","3","1","0","1","1","0","0","1","0","0","0","0","1","0","0",0.304,".348",".528",".876","3",".46",0.175,1.94,"LF",0.004
"555",904,"hamiljo03",2011,"554","124","Aug 17, 2011","TEX","@","LAA","W,4-3","CG","5","5","0","2","0","0","0","1","0","0","1","0","0","0","1","0","1","0",0.306,".349",".526",".875","3","1.10",0.141,1.07,"LF",0.002
"556",917,"hamiljo03",2011,"555","125","Aug 18, 2011","TEX","@","LAA","L,1-2","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.302,".345",".520",".865","3","1.35",-0.135,-1.14,"DH",-0.004
"557",924,"hamiljo03",2011,"556","126","Aug 19, 2011","TEX","@","CHW","W,7-4","CG","4","3","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0",0.303,".347",".527",".874","3",".73",0.133,0.84,"CF",0.001
"558",934,"hamiljo03",2011,"557","127","Aug 20, 2011","TEX","@","CHW","L,2-3","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.302,".346",".524",".870","3","1.04",-0.01,-0.31,"LF CF",-0.001
"559",943,"hamiljo03",2011,"558","129 (1)","Aug 22, 2011","TEX","H","BOS","W,4-0","CG","4","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.302,".348",".522",".869","3",".64",-0.02,0.12,"LF",0
"560",953,"hamiljo03",2011,"559","130","Aug 23, 2011","TEX","H","BOS","L,5-11","CG","4","3","1","1","0","0","1","2","0","0","0","0","0","1","0","0","0","0",0.302,".347",".529",".875","3","1.00",0.011,0.6,"LF",0
"561",962,"hamiljo03",2011,"560","131","Aug 24, 2011","TEX","H","BOS","L,2-13","GS-8","4","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0",0.301,".348",".526",".874","3",".30",0.001,0.11,"LF",-0.001
"562",972,"hamiljo03",2011,"561","132","Aug 25, 2011","TEX","H","BOS","L,0-6","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.298,".345",".520",".865","3",".44",-0.05,-1.33,"LF",-0.003
"563",982,"hamiljo03",2011,"562","133","Aug 26, 2011","TEX","H","LAA","W,11-7","CG","5","5","0","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0",0.296,".343",".519",".861","3",".50",-0.027,-1.04,"LF",-0.002
"564",992,"hamiljo03",2011,"563","134","Aug 27, 2011","TEX","H","LAA","L,4-8","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.293,".340",".513",".853","3",".99",-0.066,-0.59,"LF",-0.003
"565",1002,"hamiljo03",2011,"564","135","Aug 28, 2011","TEX","H","LAA","W,9-5","CG","5","4","2","3","0","0","1","3","1","0","0","0","0","0","0","0","0","0",0.298,".345",".523",".868","3","1.03",0.291,3.28,"CF LF",0.005
"566",1014,"hamiljo03",2011,"565","136","Aug 30, 2011","TEX","H","TBR","W,2-0","CG","4","4","1","2","1","0","1","1","0","0","0","0","0","0","0","1","0","0",0.3,".347",".533",".880","3",".87",0.182,0.69,"LF",0.002
"567",1022,"hamiljo03",2011,"566","137","Aug 31, 2011","TEX","H","TBR","L,1-4","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.299,".346",".530",".876","3",".93",-0.036,-0.42,"LF",-0.001
"568",1041,"hamiljo03",2011,"567","138","Sep 1, 2011","TEX","H","TBR","W,7-2","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.296,".342",".525",".868","3",".56",-0.059,-1.41,"LF",-0.003
"569",1052,"hamiljo03",2011,"568","139","Sep 2, 2011","TEX","@","BOS","W,10-0","GS-8","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.296,".342",".522",".864","3",".46",-0.041,-0.5,"LF",0
"570",1062,"hamiljo03",2011,"569","140","Sep 3, 2011","TEX","@","BOS","L,7-12","CG","5","5","1","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.3,".345",".523",".868","3",".52",0.01,0.61,"LF",0.004
"571",1072,"hamiljo03",2011,"570","141","Sep 4, 2011","TEX","@","BOS","W,11-4","CG","6","5","0","1","0","1","0","3","0","0","1","1","0","0","0","0","0","0",0.299,".344",".524",".869","3",".33",-0.011,1.01,"LF",-0.001
"572",1082,"hamiljo03",2011,"571","142","Sep 5, 2011","TEX","@","TBR","L,1-5","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.296,".344",".520",".864","3",".87",-0.009,-0.37,"LF",-0.003
"573",1092,"hamiljo03",2011,"572","143","Sep 6, 2011","TEX","@","TBR","W,8-0","GS-9","4","3","1","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0",0.299,".347",".526",".873","3",".40",0.124,1.59,"LF",0.003
"574",1102,"hamiljo03",2011,"573","144","Sep 7, 2011","TEX","@","TBR","L,4-5","CG(10)","5","5","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.298,".345",".522",".868","3","1.08",-0.011,-0.28,"LF",-0.001
"575",1115,"hamiljo03",2011,"574","146 (1)","Sep 10, 2011","TEX","H","OAK","L,7-8","CG","5","4","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.295,".344",".518",".862","3","1.40",-0.094,-1.07,"LF",-0.003
"576",1122,"hamiljo03",2011,"575","147","Sep 11, 2011","TEX","H","OAK","W,8-1","CG","5","3","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0",0.293,".342",".514",".856","3",".83",-0.021,-0.45,"LF",-0.002
"577",1132,"hamiljo03",2011,"576","148","Sep 13, 2011","TEX","H","CLE","W,10-4","CG","5","5","1","3","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.297,".345",".522",".867","3",".55",0.213,1.58,"LF",0.004
"578",1142,"hamiljo03",2011,"577","149","Sep 14, 2011","TEX","H","CLE","W,9-1","CG","5","4","2","1","0","0","1","4","1","0","0","0","0","0","0","0","0","0",0.296,".346",".526",".872","3",".48",0.104,3.36,"LF",-0.001
"579",1152,"hamiljo03",2011,"578","150","Sep 15, 2011","TEX","H","CLE","W,7-4","CG","4","3","2","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0",0.296,".347",".532",".879","3",".74",-0.024,0.74,"LF",0
"580",1162,"hamiljo03",2011,"579","151","Sep 16, 2011","TEX","@","SEA","L,0-4","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.294,".344",".527",".871","3",".75",-0.06,-0.71,"LF",-0.002
"581",1172,"hamiljo03",2011,"580","152","Sep 17, 2011","TEX","@","SEA","W,7-6","CG","5","5","1","4","1","0","1","3","0","0","1","0","0","0","0","0","0","0",0.299,".349",".539",".888","3","1.14",0.303,2.81,"LF",0.005
"582",1182,"hamiljo03",2011,"581","153","Sep 18, 2011","TEX","@","SEA","W,3-0","CG","5","4","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0",0.299,".349",".536",".885","3",".77",-0.07,-1.27,"LF",0
"583",1192,"hamiljo03",2011,"582","154","Sep 20, 2011","TEX","@","OAK","W,7-2","CG","5","5","2","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0",0.3,".350",".537",".887","3",".28",0.022,-0.63,"LF",0.001
"584",1202,"hamiljo03",2011,"583","155","Sep 21, 2011","TEX","@","OAK","W,3-2","CG","4","4","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.3,".349",".541",".890","3","1.18",0.192,0.35,"LF",0
"585",1214,"hamiljo03",2011,"584","156","Sep 22, 2011","TEX","@","OAK","L,3-4","CG","4","4","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.301,".350",".543",".893","3",".90",0.023,0.21,"LF",0.001
"586",1222,"hamiljo03",2011,"585","157","Sep 23, 2011","TEX","H","SEA","W,5-3","CG","4","4","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.301,".349",".547",".896","3",".48",0.043,0.13,"CF",0
"587",1232,"hamiljo03",2011,"586","159 (1)","Sep 25, 2011","TEX","H","SEA","W,12-5","GS-8","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.3,".349",".544",".893","3",".37",-0.021,-0.62,"CF",-0.001
"588",1242,"hamiljo03",2011,"587","160","Sep 26, 2011","TEX","@","LAA","W,4-3","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.3,".348",".542",".889","3","1.01",-0.068,-0.66,"CF",0
"589",1252,"hamiljo03",2011,"588","161","Sep 27, 2011","TEX","@","LAA","W,10-3","GS-9","5","3","1","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0",0.3,".348",".540",".889","3",".59",0.063,0.15,"CF",0
"590",1262,"hamiljo03",2011,"589","162","Sep 28, 2011","TEX","@","LAA","W,3-1","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.298,".346",".536",".882","3","1.42",-0.144,-0.93,"CF",-0.002
"591",169,"hamiljo03",2012,"590","1","Apr 6, 2012","TEX","H","CHW","W,3-2","CG","4","3","1","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0",0.667,".500",".667","1.167","3","1.02",0.071,0.55,"CF LF",NA
"592",216,"hamiljo03",2012,"591","2","Apr 7, 2012","TEX","H","CHW","L,3-4","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.429,".375",".429",".804","3","1.14",-0.005,0.18,"CF",-0.238
"593",318,"hamiljo03",2012,"592","3","Apr 8, 2012","TEX","H","CHW","W,5-0","CG","4","4","2","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.455,".417",".727","1.144","3",".42",0.06,0.9,"CF LF",0.026
"594",418,"hamiljo03",2012,"593","4","Apr 9, 2012","TEX","H","SEA","W,11-5","CG","5","5","1","3","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.5,".471",".875","1.346","3",".58",0.058,0.83,"CF LF",0.045
"595",518,"hamiljo03",2012,"594","5","Apr 10, 2012","TEX","H","SEA","W,1-0","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.45,".429",".750","1.179","3",".70",-0.046,-0.41,"CF LF",-0.05
"596",618,"hamiljo03",2012,"595","6","Apr 11, 2012","TEX","H","SEA","L,3-4","CG","4","4","1","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0",0.417,".400",".708","1.108","3",".68",-0.063,-0.73,"CF LF",-0.033
"597",718,"hamiljo03",2012,"596","7","Apr 12, 2012","TEX","H","SEA","W,5-3","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.357,".345",".607",".952","3",".51",-0.039,-0.73,"LF",-0.06
"598",818,"hamiljo03",2012,"597","8","Apr 13, 2012","TEX","@","MIN","W,4-1","CG","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.344,".333",".563",".896","3","1.08",0.016,-0.15,"CF LF",-0.013
